panel,scenario-id,scenario-text,scenario-url,sex,age,body-area,priority-clinical-areas,ct_usually_appropriate,ct_may_be_appropriate,ct_not_appropriate,other_usually_appropriate,other_may_be_appropriate,other_not_appropriate,mr_usually_appropriate,mr_may_be_appropriate,mr_not_appropriate,us_usually_appropriate,us_may_be_appropriate,us_not_appropriate,other_modality_usually_appropriate,other_modality_may_be_appropriate,other_modality_not_appropriate,green-green,green-yellow,green-red,yellow-green,yellow-yellow,yellow-red,red-green,red-yellow,red-red
Urologic,3195300,"Pyelonephritis suspected, acute, lack of response to initial therapy, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6247,All,18 - 150,Abdomen-pelvis,,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Urologic,3195312,"Pyelonephritis suspected, acute, pelvic renal transplant hx, native kidneys in situ, no other complications, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6256,All,18 - 150,Abdomen-pelvis,,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
Urologic,3195305,"Pyelonephritis suspected, acute, recurrent pyelonephritis, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6252,All,18 - 150,Abdomen-pelvis,,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Urologic,3195307,"Pyelonephritis suspected, acute, renal obstruction hx, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6253,All,18 - 150,Abdomen-pelvis,,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Urologic,3195308,"Pyelonephritis suspected, acute, renal stones hx, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6254,All,18 - 150,Abdomen-pelvis,,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Urologic,3195297,"Pyelonephritis suspected, acute, uncomplicated, first time presentation, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6245,All,18 - 150,Abdomen-pelvis,,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Urologic,3195301,"Pyelonephritis suspected, acute, vesicoureteral reflux, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6248,All,18 - 150,Abdomen-pelvis,,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Urologic,3074313,"Renal failure, acute kidney injury, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=1006,All,18 - 150,Abdomen,,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False
Urologic,3074314,"Renal failure, chronic kidney disease, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=1007,All,18 - 150,Abdomen,,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False
Urologic,3194002,"Renal failure, kidney disease unknown duration, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5495,All,18 - 150,Abdomen,,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Urologic,3194003,"Renal failure, neurogenic bladder, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5496,All,18 - 150,Abdomen,,False,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False
Urologic,3084034,"Renal mass, indeterminate, contraindication to iodinated and gadolinium based contrast, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=2058,All,18 - 150,Abdomen,,False,True,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Urologic,3185446,"Renal mass, indeterminate, contraindication to iodinated contrast, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5397,All,18 - 150,Abdomen,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False
Urologic,3073700,"Renal mass, indeterminate, no contraindication to iodinated or gadolinium based contrast, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=628,All,18 - 150,Abdomen,,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False
Urologic,3082510,Renal transplant dysfunction,https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=1184,All,18 - 150,Abdomen-pelvis,,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
Urologic,3197600,"Scrotal pain, acute, nontraumatic, no antecedent mass, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7833,Male Only,0 - 150,Pelvis,,False,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Urologic,3194871,"Scrotum abnormality, palpable, newly diagnosed, hx of infection, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5966,Male Only,18 - 150,Pelvis,,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Urologic,3194872,"Scrotum abnormality, palpable, newly diagnosed, hx of trauma, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5967,Male Only,18 - 150,Pelvis,,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Urologic,3194874,"Scrotum abnormality, palpable, newly diagnosed, no hx of infection, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5968,Male Only,18 - 150,Pelvis,,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Urologic,3194875,"Scrotum abnormality, palpable, newly diagnosed, no hx of trauma, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5969,Male Only,18 - 150,Pelvis,,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Urologic,3191904,"UTI, lower urinary tract, recurrent, complicated",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5409,Female Only,18 - 150,Abdomen-pelvis,,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
Urologic,3191906,"UTI, lower urinary tract, recurrent, frequent relapses",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5411,Female Only,18 - 150,Abdomen-pelvis,,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
Urologic,3191905,"UTI, lower urinary tract, recurrent, no response to conventional therapy",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5410,Female Only,18 - 150,Abdomen-pelvis,,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
Urologic,3074311,"UTI, lower urinary tract, recurrent, uncomplicated, no risk factors",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=1004,Female Only,18 - 150,Abdomen-pelvis,,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Vascular,3196605,"Abdominal mass, pulsatile, abdominal aortic aneurysm suspected, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7203,All,18 - 150,Abdomen-pelvis,,True,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
Vascular,3194059,"Aortic disease, atherosclerotic, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5548,All,18 - 150,Chest-abdomen,,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False
Vascular,3194058,"Aortic disease, degenerative, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5547,All,18 - 150,Chest-abdomen,,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False
Vascular,3194055,"Aortic disease, infectious, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5544,All,18 - 150,Chest-abdomen,,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Vascular,3194054,"Aortic disease, inflammatory, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5543,All,18 - 150,Chest-abdomen,,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Vascular,3194057,"Aortic disease, metabolic, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5546,All,18 - 150,Chest-abdomen,,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Vascular,3194056,"Aortic disease, neoplastic, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5545,All,18 - 150,Chest-abdomen,,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Vascular,3196600,"Iliocaval disease suspected, severe post thrombotic changes, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7199,All,18 - 150,Abdomen,,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Vascular,3196603,"Iliocaval disease, severe post thrombotic changes, treatment",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7201,All,18 - 150,Abdomen,,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Vascular,3194260,"Retroperitoneal bleed suspected, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5605,All,18 - 150,Abdomen-pelvis,,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
Vascular,3196084,"Thoracoabdominal aortic aneurysm, without repair, without or with new symptoms, follow-up imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6827,All,18 - 150,Chest-abdomen,,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
Vascular,3196083,"Thoracoabdominal aortic dissection, without repair, without or with new symptoms, follow-up imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6826,All,18 - 150,Chest-abdomen,,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
Gastrointestinal,3102641,"Liver disease, chronic, fibrosis suspected, diagnosis and staging, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=2429,All,18 - 150,Abdomen,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False
Gastrointestinal,3196683,"Sepsis suspected, non specific symptoms, unknown origin, chest radiography equivocal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7256,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196684,"Sepsis suspected, non specific symptoms, unknown origin, chest radiography nonspecific, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7257,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196682,"Sepsis suspected, non specific symptoms, unknown origin, chest radiography normal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7255,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196689,"Sepsis suspected, cannot assess symptoms, chest radiography equivocal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7262,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196690,"Sepsis suspected, cannot assess symptoms, chest radiography nonspecific, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7263,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196688,"Sepsis suspected, cannot assess symptoms, chest radiography normal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7261,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196679,"Sepsis suspected, cannot assess symptoms, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7253,All,18 - 150,Unspecified,,False,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
Gastrointestinal,3196677,"Sepsis suspected, non specific symptoms, unknown origin, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7251,All,18 - 150,Unspecified,,False,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
Gastrointestinal,3196691,"Sepsis, cannot assess symptoms, chest radiography normal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7264,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196692,"Sepsis, cannot assess symptoms, chest radiography equivocal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7265,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196693,"Sepsis, cannot assess symptoms, chest radiography nonspecific, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7266,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196680,"Sepsis, cannot assess symptoms, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7254,All,18 - 150,Unspecified,,False,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
Gastrointestinal,3196686,"Sepsis, non specific symptoms, unknown origin, chest radiography equivocal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7259,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196687,"Sepsis, non specific symptoms, unknown origin, chest radiography nonspecific, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7260,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196685,"Sepsis, non specific symptoms, unknown origin, chest radiography normal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7258,All,18 - 150,Chest,,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
Gastrointestinal,3196678,"Sepsis, non specific symptoms, unknown origin, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7252,All,18 - 150,Unspecified,,False,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
Polytrauma,3164891,"Polytrauma, blunt, hemodynamically stable, NOS, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5205,All,18 - 150,Unspecified,,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False
Polytrauma,3164890,"Polytrauma, blunt, hemodynamically unstable, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5204,All,18 - 150,Unspecified,,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
